epoch: 1/400, train_loss: 0.5760, train_acc: 0.7484, test_loss: 0.5615, test_acc: 0.7520 
epoch: 2/400, train_loss: 0.5672, train_acc: 0.7491, test_loss: 0.5636, test_acc: 0.7520 
epoch: 3/400, train_loss: 0.5665, train_acc: 0.7492, test_loss: 0.5652, test_acc: 0.7520 
epoch: 4/400, train_loss: 0.5607, train_acc: 0.7492, test_loss: 0.7333, test_acc: 0.2599 
epoch: 5/400, train_loss: 0.5395, train_acc: 0.7528, test_loss: 0.7098, test_acc: 0.4221 
epoch: 187/300, train_loss: 0.1082, train_acc: 0.9581, test_loss: 0.4029, test_acc: 0.8884, time: 133.936007023s 
epoch: 188/300, train_loss: 0.1052, train_acc: 0.9582, test_loss: 0.4059, test_acc: 0.8879, time: 133.948905945s 
epoch: 189/300, train_loss: 0.1063, train_acc: 0.9591, test_loss: 0.4097, test_acc: 0.8868, time: 133.511076927s 
epoch: 190/300, train_loss: 0.1072, train_acc: 0.9579, test_loss: 0.4112, test_acc: 0.8870, time: 134.538648129s 
epoch: 191/300, train_loss: 0.1073, train_acc: 0.9587, test_loss: 0.4028, test_acc: 0.8872, time: 133.550573111s 
epoch: 192/300, train_loss: 0.1057, train_acc: 0.9570, test_loss: 0.4052, test_acc: 0.8874, time: 135.091283083s 
epoch: 193/300, train_loss: 0.1079, train_acc: 0.9587, test_loss: 0.4058, test_acc: 0.8875, time: 135.627697945s 
epoch: 194/300, train_loss: 0.1056, train_acc: 0.9572, test_loss: 0.4030, test_acc: 0.8871, time: 134.956735849s 
epoch: 195/300, train_loss: 0.1040, train_acc: 0.9583, test_loss: 0.3985, test_acc: 0.8872, time: 135.370109081s 
epoch: 196/300, train_loss: 0.1040, train_acc: 0.9585, test_loss: 0.4075, test_acc: 0.8863, time: 134.232361078s 
epoch: 197/300, train_loss: 0.1063, train_acc: 0.9571, test_loss: 0.4069, test_acc: 0.8866, time: 135.057461977s 
epoch: 198/300, train_loss: 0.1039, train_acc: 0.9610, test_loss: 0.4032, test_acc: 0.8875, time: 135.190160036s 
epoch: 199/300, train_loss: 0.1045, train_acc: 0.9590, test_loss: 0.4048, test_acc: 0.8875, time: 134.993863821s 
epoch: 200/300, train_loss: 0.1045, train_acc: 0.9576, test_loss: 0.4069, test_acc: 0.8872, time: 134.287750959s 
epoch: 201/300, train_loss: 0.1055, train_acc: 0.9574, test_loss: 0.4041, test_acc: 0.8878, time: 134.657196045s 
epoch: 202/300, train_loss: 0.1037, train_acc: 0.9594, test_loss: 0.4040, test_acc: 0.8870, time: 134.35587883s 
epoch: 203/300, train_loss: 0.1045, train_acc: 0.9599, test_loss: 0.4095, test_acc: 0.8871, time: 134.394978046s 
epoch: 204/300, train_loss: 0.1028, train_acc: 0.9592, test_loss: 0.4009, test_acc: 0.8871, time: 134.856095076s 
epoch: 205/300, train_loss: 0.1046, train_acc: 0.9602, test_loss: 0.4068, test_acc: 0.8872, time: 135.340986013s 
epoch: 206/300, train_loss: 0.1013, train_acc: 0.9582, test_loss: 0.4134, test_acc: 0.8867, time: 135.72941494s 
epoch: 207/300, train_loss: 0.1016, train_acc: 0.9598, test_loss: 0.4113, test_acc: 0.8870, time: 134.801554918s 
epoch: 208/300, train_loss: 0.1063, train_acc: 0.9579, test_loss: 0.4106, test_acc: 0.8870, time: 135.132219076s 
epoch: 209/300, train_loss: 0.0997, train_acc: 0.9591, test_loss: 0.4069, test_acc: 0.8876, time: 133.965441942s 
epoch: 210/300, train_loss: 0.1034, train_acc: 0.9598, test_loss: 0.4039, test_acc: 0.8879, time: 135.535495043s 
epoch: 211/300, train_loss: 0.1017, train_acc: 0.9592, test_loss: 0.4073, test_acc: 0.8879, time: 135.083302021s 
epoch: 212/300, train_loss: 0.1011, train_acc: 0.9600, test_loss: 0.4051, test_acc: 0.8868, time: 134.47697711s 
epoch: 213/300, train_loss: 0.1019, train_acc: 0.9584, test_loss: 0.4112, test_acc: 0.8862, time: 134.307468891s 
epoch: 214/300, train_loss: 0.1034, train_acc: 0.9590, test_loss: 0.4126, test_acc: 0.8870, time: 134.677895069s 
epoch: 215/300, train_loss: 0.1018, train_acc: 0.9594, test_loss: 0.4074, test_acc: 0.8868, time: 135.935786963s 
epoch: 216/300, train_loss: 0.1019, train_acc: 0.9608, test_loss: 0.4097, test_acc: 0.8871, time: 134.151458979s 
epoch: 217/300, train_loss: 0.1001, train_acc: 0.9602, test_loss: 0.4050, test_acc: 0.8872, time: 134.2323699s 
epoch: 218/300, train_loss: 0.1042, train_acc: 0.9601, test_loss: 0.4101, test_acc: 0.8875, time: 134.329561949s 
epoch: 219/300, train_loss: 0.1002, train_acc: 0.9583, test_loss: 0.4124, test_acc: 0.8870, time: 134.573411942s 
epoch: 220/300, train_loss: 0.1012, train_acc: 0.9589, test_loss: 0.4156, test_acc: 0.8874, time: 133.773925781s 
epoch: 221/300, train_loss: 0.1025, train_acc: 0.9600, test_loss: 0.4133, test_acc: 0.8876, time: 133.946721077s 
epoch: 222/300, train_loss: 0.1041, train_acc: 0.9583, test_loss: 0.4108, test_acc: 0.8866, time: 134.549216986s 
epoch: 223/300, train_loss: 0.1023, train_acc: 0.9593, test_loss: 0.4137, test_acc: 0.8871, time: 135.69177103s 
epoch: 224/300, train_loss: 0.1061, train_acc: 0.9592, test_loss: 0.4149, test_acc: 0.8867, time: 134.041032791s 
epoch: 225/300, train_loss: 0.1018, train_acc: 0.9588, test_loss: 0.4147, test_acc: 0.8862, time: 134.992457867s 
epoch: 226/300, train_loss: 0.1043, train_acc: 0.9589, test_loss: 0.4169, test_acc: 0.8862, time: 136.080526114s 
epoch: 227/300, train_loss: 0.1019, train_acc: 0.9581, test_loss: 0.4122, test_acc: 0.8872, time: 135.117579937s 
epoch: 228/300, train_loss: 0.1037, train_acc: 0.9588, test_loss: 0.4130, test_acc: 0.8858, time: 135.016889095s 
epoch: 229/300, train_loss: 0.1049, train_acc: 0.9584, test_loss: 0.4238, test_acc: 0.8862, time: 135.634799004s 
epoch: 230/300, train_loss: 0.1009, train_acc: 0.9603, test_loss: 0.4151, test_acc: 0.8867, time: 134.629870176s 
epoch: 231/300, train_loss: 0.1004, train_acc: 0.9604, test_loss: 0.4113, test_acc: 0.8871, time: 135.162238121s 
epoch: 232/300, train_loss: 0.1025, train_acc: 0.9615, test_loss: 0.4128, test_acc: 0.8875, time: 135.279865026s 
epoch: 233/300, train_loss: 0.1025, train_acc: 0.9587, test_loss: 0.4145, test_acc: 0.8866, time: 134.764460087s 
epoch: 234/300, train_loss: 0.0994, train_acc: 0.9606, test_loss: 0.4124, test_acc: 0.8870, time: 134.487049103s 
epoch: 235/300, train_loss: 0.1013, train_acc: 0.9599, test_loss: 0.4139, test_acc: 0.8872, time: 134.831374884s 
epoch: 236/300, train_loss: 0.1031, train_acc: 0.9605, test_loss: 0.4131, test_acc: 0.8874, time: 135.436573982s 
epoch: 237/300, train_loss: 0.1020, train_acc: 0.9598, test_loss: 0.4156, test_acc: 0.8874, time: 134.994865894s 
epoch: 238/300, train_loss: 0.0992, train_acc: 0.9607, test_loss: 0.4096, test_acc: 0.8870, time: 134.63301897s 
epoch: 239/300, train_loss: 0.1013, train_acc: 0.9600, test_loss: 0.4158, test_acc: 0.8866, time: 134.462589025s 
epoch: 240/300, train_loss: 0.1008, train_acc: 0.9603, test_loss: 0.4174, test_acc: 0.8876, time: 134.959918022s 
epoch: 241/300, train_loss: 0.1012, train_acc: 0.9591, test_loss: 0.4199, test_acc: 0.8868, time: 133.932281017s 
epoch: 242/300, train_loss: 0.1004, train_acc: 0.9592, test_loss: 0.4166, test_acc: 0.8864, time: 134.776268959s 
epoch: 243/300, train_loss: 0.1036, train_acc: 0.9610, test_loss: 0.4116, test_acc: 0.8870, time: 135.076098204s 
epoch: 244/300, train_loss: 0.1027, train_acc: 0.9603, test_loss: 0.4112, test_acc: 0.8874, time: 134.276175022s 
epoch: 245/300, train_loss: 0.1002, train_acc: 0.9578, test_loss: 0.4096, test_acc: 0.8874, time: 134.114377975s 
epoch: 246/300, train_loss: 0.1008, train_acc: 0.9589, test_loss: 0.4111, test_acc: 0.8864, time: 135.340745926s 
epoch: 247/300, train_loss: 0.1030, train_acc: 0.9609, test_loss: 0.4165, test_acc: 0.8868, time: 136.170906067s 
epoch: 248/300, train_loss: 0.1043, train_acc: 0.9597, test_loss: 0.4144, test_acc: 0.8878, time: 137.992807865s 
epoch: 249/300, train_loss: 0.0999, train_acc: 0.9606, test_loss: 0.4178, test_acc: 0.8875, time: 138.639834881s 
epoch: 250/300, train_loss: 0.1031, train_acc: 0.9590, test_loss: 0.4110, test_acc: 0.8878, time: 139.168468952s 
epoch: 251/300, train_loss: 0.1016, train_acc: 0.9595, test_loss: 0.4115, test_acc: 0.8876, time: 137.2830019s 
epoch: 252/300, train_loss: 0.1001, train_acc: 0.9601, test_loss: 0.4144, test_acc: 0.8875, time: 134.995491028s 
epoch: 253/300, train_loss: 0.0973, train_acc: 0.9596, test_loss: 0.4159, test_acc: 0.8875, time: 135.723548889s 
epoch: 254/300, train_loss: 0.1019, train_acc: 0.9592, test_loss: 0.4181, test_acc: 0.8870, time: 134.718496799s 
epoch: 255/300, train_loss: 0.1021, train_acc: 0.9605, test_loss: 0.4174, test_acc: 0.8876, time: 135.076595068s 
epoch: 256/300, train_loss: 0.1040, train_acc: 0.9589, test_loss: 0.4133, test_acc: 0.8872, time: 135.288373947s 
epoch: 257/300, train_loss: 0.0993, train_acc: 0.9607, test_loss: 0.4135, test_acc: 0.8868, time: 136.04739809s 
epoch: 258/300, train_loss: 0.0997, train_acc: 0.9596, test_loss: 0.4146, test_acc: 0.8867, time: 134.604796171s 
epoch: 259/300, train_loss: 0.1008, train_acc: 0.9600, test_loss: 0.4151, test_acc: 0.8874, time: 134.316969872s 
epoch: 260/300, train_loss: 0.0990, train_acc: 0.9589, test_loss: 0.4182, test_acc: 0.8876, time: 134.344771147s 
epoch: 261/300, train_loss: 0.1021, train_acc: 0.9584, test_loss: 0.4163, test_acc: 0.8871, time: 134.007217884s 
epoch: 262/300, train_loss: 0.1021, train_acc: 0.9596, test_loss: 0.4153, test_acc: 0.8875, time: 134.777755022s 
epoch: 263/300, train_loss: 0.1009, train_acc: 0.9603, test_loss: 0.4163, test_acc: 0.8878, time: 134.846614122s 
epoch: 264/300, train_loss: 0.1026, train_acc: 0.9592, test_loss: 0.4144, test_acc: 0.8875, time: 134.80915308s 
epoch: 265/300, train_loss: 0.1033, train_acc: 0.9591, test_loss: 0.4164, test_acc: 0.8870, time: 134.890864134s 
epoch: 266/300, train_loss: 0.1028, train_acc: 0.9580, test_loss: 0.4103, test_acc: 0.8878, time: 134.472045898s 
epoch: 267/300, train_loss: 0.1015, train_acc: 0.9613, test_loss: 0.4137, test_acc: 0.8878, time: 135.023272038s 
epoch: 268/300, train_loss: 0.1032, train_acc: 0.9597, test_loss: 0.4096, test_acc: 0.8872, time: 135.632266045s 
epoch: 269/300, train_loss: 0.1004, train_acc: 0.9605, test_loss: 0.4111, test_acc: 0.8875, time: 134.488873005s 
epoch: 270/300, train_loss: 0.1040, train_acc: 0.9582, test_loss: 0.4136, test_acc: 0.8876, time: 134.820492983s 
epoch: 271/300, train_loss: 0.1000, train_acc: 0.9599, test_loss: 0.4131, test_acc: 0.8876, time: 135.908318043s 
epoch: 272/300, train_loss: 0.1002, train_acc: 0.9606, test_loss: 0.4171, test_acc: 0.8872, time: 134.782500982s 
epoch: 273/300, train_loss: 0.0998, train_acc: 0.9605, test_loss: 0.4213, test_acc: 0.8870, time: 134.664552927s 
epoch: 274/300, train_loss: 0.0986, train_acc: 0.9603, test_loss: 0.4156, test_acc: 0.8879, time: 134.353420019s 
epoch: 275/300, train_loss: 0.1025, train_acc: 0.9584, test_loss: 0.4143, test_acc: 0.8876, time: 135.823092937s 
epoch: 276/300, train_loss: 0.0996, train_acc: 0.9589, test_loss: 0.4206, test_acc: 0.8874, time: 133.878304005s 
epoch: 277/300, train_loss: 0.0987, train_acc: 0.9608, test_loss: 0.4201, test_acc: 0.8870, time: 134.59335804s 
epoch: 278/300, train_loss: 0.1009, train_acc: 0.9610, test_loss: 0.4122, test_acc: 0.8875, time: 134.465425014s 
epoch: 279/300, train_loss: 0.1017, train_acc: 0.9574, test_loss: 0.4136, test_acc: 0.8874, time: 135.497013092s 
epoch: 280/300, train_loss: 0.1018, train_acc: 0.9599, test_loss: 0.4149, test_acc: 0.8871, time: 135.497258902s 
epoch: 281/300, train_loss: 0.0986, train_acc: 0.9594, test_loss: 0.4146, test_acc: 0.8875, time: 134.231724024s 
epoch: 282/300, train_loss: 0.1030, train_acc: 0.9601, test_loss: 0.4148, test_acc: 0.8884, time: 134.867188931s 
epoch: 283/300, train_loss: 0.0999, train_acc: 0.9591, test_loss: 0.4164, test_acc: 0.8883, time: 135.238873005s 
epoch: 284/300, train_loss: 0.1007, train_acc: 0.9587, test_loss: 0.4138, test_acc: 0.8878, time: 134.99636507s 
epoch: 285/300, train_loss: 0.1012, train_acc: 0.9607, test_loss: 0.4142, test_acc: 0.8871, time: 135.02404809s 
epoch: 286/300, train_loss: 0.1044, train_acc: 0.9595, test_loss: 0.4154, test_acc: 0.8876, time: 136.200664997s 
epoch: 287/300, train_loss: 0.0998, train_acc: 0.9624, test_loss: 0.4195, test_acc: 0.8876, time: 134.184494019s 
epoch: 288/300, train_loss: 0.0999, train_acc: 0.9600, test_loss: 0.4164, test_acc: 0.8876, time: 133.669904232s 
epoch: 289/300, train_loss: 0.1033, train_acc: 0.9588, test_loss: 0.4069, test_acc: 0.8880, time: 134.616465807s 
epoch: 290/300, train_loss: 0.1001, train_acc: 0.9597, test_loss: 0.4198, test_acc: 0.8882, time: 133.892067909s 
epoch: 291/300, train_loss: 0.1013, train_acc: 0.9586, test_loss: 0.4207, test_acc: 0.8880, time: 133.683871984s 
epoch: 292/300, train_loss: 0.0992, train_acc: 0.9605, test_loss: 0.4125, test_acc: 0.8886, time: 135.1074121s 
epoch: 293/300, train_loss: 0.1037, train_acc: 0.9603, test_loss: 0.4133, test_acc: 0.8874, time: 134.569960833s 
epoch: 294/300, train_loss: 0.1002, train_acc: 0.9606, test_loss: 0.4123, test_acc: 0.8874, time: 134.072565079s 
epoch: 295/300, train_loss: 0.1023, train_acc: 0.9597, test_loss: 0.4147, test_acc: 0.8878, time: 134.353470087s 
epoch: 296/300, train_loss: 0.1013, train_acc: 0.9599, test_loss: 0.4166, test_acc: 0.8880, time: 134.104835987s 
epoch: 297/300, train_loss: 0.1013, train_acc: 0.9600, test_loss: 0.4120, test_acc: 0.8878, time: 134.339262962s 
epoch: 298/300, train_loss: 0.1014, train_acc: 0.9595, test_loss: 0.4110, test_acc: 0.8879, time: 134.721866131s 
epoch: 299/300, train_loss: 0.1024, train_acc: 0.9590, test_loss: 0.4152, test_acc: 0.8878, time: 133.768887997s 
epoch: 300/300, train_loss: 0.0998, train_acc: 0.9599, test_loss: 0.4137, test_acc: 0.8875, time: 134.330163956s 
epoch: 1/300, train_loss: 0.1009, train_acc: 0.9591, test_loss: 0.4162, test_acc: 0.8878, time: 135.16176796s 
epoch: 2/300, train_loss: 0.0999, train_acc: 0.9572, test_loss: 0.4188, test_acc: 0.8876, time: 133.543677092s 
epoch: 3/300, train_loss: 0.1021, train_acc: 0.9594, test_loss: 0.4194, test_acc: 0.8872, time: 134.116902113s 
epoch: 4/300, train_loss: 0.1006, train_acc: 0.9604, test_loss: 0.4167, test_acc: 0.8882, time: 134.038839817s 
epoch: 5/300, train_loss: 0.1005, train_acc: 0.9584, test_loss: 0.4145, test_acc: 0.8882, time: 133.65148592s 
epoch: 6/300, train_loss: 0.1039, train_acc: 0.9602, test_loss: 0.4176, test_acc: 0.8875, time: 133.975638866s 
epoch: 7/300, train_loss: 0.1003, train_acc: 0.9587, test_loss: 0.4136, test_acc: 0.8879, time: 134.638231039s 
epoch: 8/300, train_loss: 0.1022, train_acc: 0.9583, test_loss: 0.4149, test_acc: 0.8878, time: 134.641810894s 
epoch: 9/300, train_loss: 0.1022, train_acc: 0.9614, test_loss: 0.4145, test_acc: 0.8870, time: 135.298039913s 
epoch: 10/300, train_loss: 0.1010, train_acc: 0.9584, test_loss: 0.4138, test_acc: 0.8878, time: 133.96251893s 
epoch: 11/300, train_loss: 0.1002, train_acc: 0.9619, test_loss: 0.4138, test_acc: 0.8878, time: 134.840726137s 
epoch: 12/300, train_loss: 0.0991, train_acc: 0.9605, test_loss: 0.4150, test_acc: 0.8883, time: 133.955236912s 
epoch: 13/300, train_loss: 0.0998, train_acc: 0.9602, test_loss: 0.4126, test_acc: 0.8880, time: 134.888604879s 
epoch: 14/300, train_loss: 0.0980, train_acc: 0.9604, test_loss: 0.4153, test_acc: 0.8876, time: 135.752140999s 
epoch: 15/300, train_loss: 0.0999, train_acc: 0.9590, test_loss: 0.4143, test_acc: 0.8880, time: 133.887995958s 
epoch: 16/300, train_loss: 0.1041, train_acc: 0.9597, test_loss: 0.4161, test_acc: 0.8875, time: 134.83299613s 
epoch: 17/300, train_loss: 0.1016, train_acc: 0.9607, test_loss: 0.4092, test_acc: 0.8876, time: 136.017389059s 
epoch: 18/300, train_loss: 0.1027, train_acc: 0.9593, test_loss: 0.4184, test_acc: 0.8880, time: 134.737071037s 
epoch: 19/300, train_loss: 0.0993, train_acc: 0.9597, test_loss: 0.4119, test_acc: 0.8879, time: 134.361840963s 
epoch: 20/300, train_loss: 0.1033, train_acc: 0.9596, test_loss: 0.4184, test_acc: 0.8872, time: 133.944969893s 
epoch: 21/300, train_loss: 0.0987, train_acc: 0.9600, test_loss: 0.4151, test_acc: 0.8875, time: 135.130069971s 
epoch: 22/300, train_loss: 0.1007, train_acc: 0.9587, test_loss: 0.4149, test_acc: 0.8878, time: 136.110867023s 
epoch: 23/300, train_loss: 0.1041, train_acc: 0.9575, test_loss: 0.4202, test_acc: 0.8874, time: 134.969858885s 
epoch: 24/300, train_loss: 0.1014, train_acc: 0.9613, test_loss: 0.4086, test_acc: 0.8876, time: 134.336863041s 
epoch: 25/300, train_loss: 0.1037, train_acc: 0.9606, test_loss: 0.4166, test_acc: 0.8876, time: 135.815814018s 
epoch: 26/300, train_loss: 0.0989, train_acc: 0.9606, test_loss: 0.4142, test_acc: 0.8878, time: 134.061857939s 
epoch: 27/300, train_loss: 0.1033, train_acc: 0.9584, test_loss: 0.4183, test_acc: 0.8883, time: 134.159598827s 
epoch: 28/300, train_loss: 0.0998, train_acc: 0.9609, test_loss: 0.4167, test_acc: 0.8884, time: 135.705585957s 
epoch: 29/300, train_loss: 0.0989, train_acc: 0.9612, test_loss: 0.4089, test_acc: 0.8886, time: 135.108289003s 
epoch: 30/300, train_loss: 0.0989, train_acc: 0.9606, test_loss: 0.4143, test_acc: 0.8876, time: 135.000507832s 
epoch: 31/300, train_loss: 0.0992, train_acc: 0.9617, test_loss: 0.4158, test_acc: 0.8884, time: 134.652064085s 
epoch: 32/300, train_loss: 0.1005, train_acc: 0.9610, test_loss: 0.4167, test_acc: 0.8868, time: 135.200186014s 
epoch: 33/300, train_loss: 0.1015, train_acc: 0.9599, test_loss: 0.4119, test_acc: 0.8883, time: 134.222422123s 
epoch: 34/300, train_loss: 0.0999, train_acc: 0.9599, test_loss: 0.4187, test_acc: 0.8884, time: 135.489422083s 
epoch: 35/300, train_loss: 0.1044, train_acc: 0.9589, test_loss: 0.4115, test_acc: 0.8886, time: 134.809684038s 
epoch: 36/300, train_loss: 0.1021, train_acc: 0.9595, test_loss: 0.4212, test_acc: 0.8867, time: 134.243512869s 
epoch: 37/300, train_loss: 0.1012, train_acc: 0.9609, test_loss: 0.4165, test_acc: 0.8884, time: 135.206942081s 
epoch: 38/300, train_loss: 0.0999, train_acc: 0.9594, test_loss: 0.4159, test_acc: 0.8878, time: 134.673322916s 
epoch: 39/300, train_loss: 0.0992, train_acc: 0.9601, test_loss: 0.4195, test_acc: 0.8880, time: 134.846032143s 
epoch: 40/300, train_loss: 0.1022, train_acc: 0.9591, test_loss: 0.4159, test_acc: 0.8887, time: 135.381694078s 
epoch: 41/300, train_loss: 0.1011, train_acc: 0.9601, test_loss: 0.4182, test_acc: 0.8879, time: 135.443378925s 
epoch: 42/300, train_loss: 0.1004, train_acc: 0.9599, test_loss: 0.4149, test_acc: 0.8883, time: 135.035508871s 
epoch: 43/300, train_loss: 0.0990, train_acc: 0.9598, test_loss: 0.4142, test_acc: 0.8882, time: 136.113552094s 
epoch: 44/300, train_loss: 0.1001, train_acc: 0.9602, test_loss: 0.4173, test_acc: 0.8884, time: 135.905427217s 
epoch: 45/300, train_loss: 0.1022, train_acc: 0.9595, test_loss: 0.4135, test_acc: 0.8879, time: 134.201802015s 
epoch: 46/300, train_loss: 0.1002, train_acc: 0.9594, test_loss: 0.4166, test_acc: 0.8880, time: 138.030254841s 
epoch: 47/300, train_loss: 0.0986, train_acc: 0.9608, test_loss: 0.4205, test_acc: 0.8886, time: 139.371088028s 
epoch: 48/300, train_loss: 0.1037, train_acc: 0.9594, test_loss: 0.4173, test_acc: 0.8880, time: 138.937742949s 
epoch: 49/300, train_loss: 0.0991, train_acc: 0.9604, test_loss: 0.4152, test_acc: 0.8878, time: 137.897490025s 
epoch: 50/300, train_loss: 0.0984, train_acc: 0.9606, test_loss: 0.4171, test_acc: 0.8874, time: 135.036647797s 
epoch: 51/300, train_loss: 0.0997, train_acc: 0.9588, test_loss: 0.4157, test_acc: 0.8878, time: 135.511538982s 
epoch: 52/300, train_loss: 0.0980, train_acc: 0.9600, test_loss: 0.4183, test_acc: 0.8879, time: 135.510189056s 
epoch: 53/300, train_loss: 0.0991, train_acc: 0.9595, test_loss: 0.4202, test_acc: 0.8884, time: 134.669212103s 
epoch: 54/300, train_loss: 0.1029, train_acc: 0.9603, test_loss: 0.4212, test_acc: 0.8872, time: 134.026848078s 
epoch: 55/300, train_loss: 0.1002, train_acc: 0.9594, test_loss: 0.4139, test_acc: 0.8886, time: 134.256044865s 
epoch: 56/300, train_loss: 0.1010, train_acc: 0.9603, test_loss: 0.4216, test_acc: 0.8872, time: 135.093562126s 
epoch: 57/300, train_loss: 0.1006, train_acc: 0.9585, test_loss: 0.4137, test_acc: 0.8878, time: 134.980515003s 
epoch: 58/300, train_loss: 0.0998, train_acc: 0.9587, test_loss: 0.4151, test_acc: 0.8874, time: 135.588459015s 
epoch: 59/300, train_loss: 0.1007, train_acc: 0.9605, test_loss: 0.4159, test_acc: 0.8880, time: 134.682174921s 
epoch: 60/300, train_loss: 0.0992, train_acc: 0.9591, test_loss: 0.4085, test_acc: 0.8882, time: 134.76919508s 
epoch: 61/300, train_loss: 0.0988, train_acc: 0.9620, test_loss: 0.4182, test_acc: 0.8884, time: 135.716174126s 
epoch: 62/300, train_loss: 0.1022, train_acc: 0.9601, test_loss: 0.4139, test_acc: 0.8882, time: 134.341017008s 
epoch: 63/300, train_loss: 0.1024, train_acc: 0.9596, test_loss: 0.4168, test_acc: 0.8875, time: 135.018004894s 
epoch: 64/300, train_loss: 0.1042, train_acc: 0.9598, test_loss: 0.4218, test_acc: 0.8882, time: 133.913675785s 
epoch: 65/300, train_loss: 0.1033, train_acc: 0.9605, test_loss: 0.4158, test_acc: 0.8871, time: 134.799209118s 
epoch: 66/300, train_loss: 0.1004, train_acc: 0.9582, test_loss: 0.4143, test_acc: 0.8879, time: 134.095504999s 
epoch: 67/300, train_loss: 0.1025, train_acc: 0.9599, test_loss: 0.4151, test_acc: 0.8879, time: 135.057928801s 
